# started on Thu Sep 21 21:33:32 2023

10084017;;br_pred;25694555;61.70;;
106669;;br_mis_pred;25672092;61.64;;
27992787;;l1d_cache;25665611;61.63;;
1302995;;l1d_cache_refill;25672964;61.65;;
29906607;;l1i_cache;25685741;61.68;;
230614;;l1i_cache_refill;25680777;61.67;;
29702676;;mem_access;23939573;57.48;;
0;;memory_error;23961332;57.54;;
75687759;;inst_retired;23950129;57.51;;
82092516;;inst_spec;23948444;57.51;;
