# started on Thu Sep 21 17:03:59 2023

157145860;;br_pred;534811088;59.28;;
30324045;;br_mis_pred;534715436;59.27;;
878355412;;l1d_cache;537469548;59.57;;
2002418;;l1d_cache_refill;541440592;60.01;;
722016434;;l1i_cache;545330327;60.44;;
189447;;l1i_cache_refill;549385918;60.89;;
878631627;;mem_access;548451531;60.79;;
0;;memory_error;544452808;60.35;;
1401111635;;inst_retired;540545588;59.91;;
1782655638;;inst_spec;536613328;59.48;;
