durbin,"[0.03088523864746051, 0.0920747280120846, 0.05031543731689414, 0.13499390602111827, 0.0876489448547364, 0.021450061798095277, 0.5678828048706048, 0.07000882148742704, 0.09856852531433091, 0.07790309906005888, 0.026939888000487855, 0.056010770797729315, -0.09682354927062953, -0.15405405998229948, 0.0477462196350098, -0.03899102210998606, 0.06832892417907743, 0.07849128723144538, 0.06966692924499451, 0.06648355484008839, 0.2811677932739256, -0.009218463897705753, -0.002537736892699982, 0.8996342563629147, 0.02254299163818363, 0.09927972793579087, 0.06702785491943342, 0.439869575500488, -0.14163054466247615, -0.058685836791992685, 0.11604988098144542, 0.06978422164916953, 0.06948429107665977, 1.4882060909271235, 0.06819134712219288, 1.778165082931518, 0.08428533554077156, 0.07682783126831083, 1.9591590404510493, 0.0416121864318848, -0.0893808078765872, -0.036873617172241246, 0.07713777542114197, 0.11435734748840343, 0.08710915565490751]"
fdtd-2d,"[-0.1744224262237557, -0.05868702888488819, -0.08101615905761772, -0.03934458732605073, -0.1020637607574475, -0.024880666732788548, -0.8448394203186043, 0.149599447250365, -0.08740386962890678, 0.13783443450927724, -0.10615693092346312, -0.061638660430909376, -0.07141787528991728, -0.13346183776855547, 0.06104116439819318, -0.12535154342651467, -0.029680290222168892, -0.23142147064209073, -0.0337093257904062, -0.05494838714599659, -1.5865459823608408, -0.050559110641480665, -0.09284005165100151, 2.7122908687591547, -0.16591279983520568, -0.057106552124023935, -0.0011379814147955969, 0.5531234931945797, -0.039228239059449166, -0.17660993576049844, -0.02416685104370231, -0.08405407905578688, -0.04645687103271534, 2.480388765335082, -0.11375629425048928, 2.5774664783477776, -0.183324985504151, -0.021353034973145668, 2.5335511589050284, -0.05424935340881376, -0.05708415031433134, -0.0780597591400154, -0.07647140502929783, -0.08333547592163182, -0.07573017120361403]"
floyd-warshall,"[0.042874851226806676, 0.053883829116821325, 0.19492643356323258, 0.06804425239563017, 0.035543003082275426, 0.007497549057006836, 0.5136597061157229, 0.15868513107299798, 0.046793022155761754, 0.1659225463867191, 0.1180468559265142, 0.04003933906555179, 0.1533621692657472, 0.018495569229126207, 0.020626554489135973, 0.08524305343627958, -0.008083600997924378, 0.12695538520813, 0.020524272918701403, 0.05521635055541996, 0.01362849235534691, 0.05144003868103031, 0.0837126541137696, 0.660945053100586, 0.035947360992431676, 0.049235858917236364, 0.05309847831726078, 0.0941503906250003, 0.07039719581604054, 0.060823717117309606, 0.04717067718505863, 0.20273344993591325, 0.1435541152954105, 1.0149485874176027, 0.07866580009460478, 0.6184175872802737, 0.04878190994262699, 0.17112627983093276, 0.7213582706451418, 0.03932503700256351, 0.2248365497589111, 0.07518584251403837, -0.06360774993896445, 0.0068585872650150925, -0.0260017204284666]"
gemm,"[-0.046490230560302326, 0.10611139297485384, -0.025354890823364062, 0.08483608245849616, -0.08616048812866195, 0.05875188827514677, 0.4183949661254882, 0.07189924240112333, -0.000614652633666779, -0.0199587345123291, 0.15901390075683608, -0.017328271865844513, 0.14157072067260756, 0.028677721023559588, -0.01689958572387651, -0.0604706096649168, -0.05163555145263654, -0.018482227325439027, -0.016324291229247834, 0.004510412216186754, 0.09353718757629403, -0.0062067604064939275, -0.02066328048706012, 0.11616908073425325, -0.044096031188964435, -0.010084638595580842, -0.024090061187743927, 0.05038481712341314, -0.0065059661865234375, 0.1069599246978763, -0.014931459426879456, 0.022902994155884038, 0.13475049018859897, 1.1394206142425538, -0.009658336639404297, 0.6089652442932132, 0.15777865409851088, 0.009103794097900408, 0.6830622291564943, 0.14399829864501967, -0.03297738075256307, 0.010427494049072283, 0.1355706691741947, -0.013209829330444123, 0.014621286392212163]"
gemver,"[0.1115515708923338, 0.1232317066192623, 0.30854629516601495, 0.11157112121582013, 0.12737542152404746, 0.1358416748046869, 1.3608019542694088, 0.11778002738952598, 0.19385612487792958, 0.13862545013427674, 0.16757044792175257, 0.16138132095336832, 0.11246279716491614, 0.15056141853332417, 0.14749701499938883, 0.18886744499206554, -0.004018144607544016, 0.12889986991882285, 0.090170412063598, 0.1917077350616454, -1.004078187942505, 0.12666065216064393, 0.16539011955261174, 1.104219675064086, 0.17716656684875431, 0.1201785182952877, 0.11572175025939924, 0.05805371284484817, 0.12436943054199201, 0.11452989578247053, 0.13122135162353477, 0.03209110260009762, 0.12473780632018983, 2.586971940994262, 0.12689120292663514, 1.6762393093109127, 0.2074543285369872, 0.11232379913330082, 1.6738115119934074, 0.12469082832336387, 0.18534933090209904, 0.13500840187072694, 0.1450260353088373, 0.1165769481658927, 0.013157567977905238]"
gesummv,"[0.08640794754028303, -0.016318845748902078, 0.13595254898071207, 0.14382754325866642, 0.13601812362670884, -0.0005844116210944605, 0.8661534976959224, 0.20570554733276314, 0.14082322120666468, 0.11037928581237733, 0.12433012008666999, 0.19777001380920378, -0.03684195518493727, 0.038689365386962216, 0.1302455329895018, 0.16812741279601973, 0.024506301879882564, 0.021164865493773277, 0.13739929199218714, 0.1784669113159172, 0.0963199615478505, 0.12279303550720133, 0.005671234130859126, 0.8481712627410882, -0.07166396141052278, 0.10391454696655256, 0.1242540645599357, 0.30630206108093194, -0.011699256896973154, 0.15183768272399867, 0.10091621398925721, 0.1707621765136711, 0.19359435081481857, 1.6623640441894527, 0.1369589233398436, 1.143164434432983, -0.005238819122315164, -0.026321954727173136, 1.0757970714569085, 0.09675483703613263, 0.00850839614868093, -0.02234321594238331, -0.0017092514038088424, -0.03546006202697782, 0.1315401458740233]"
gramschmidt,"[-0.03428867340087871, 0.10291800498962411, -0.10075911521911607, -0.0579004764556883, 0.1174272346496581, 0.11592425346374524, -0.6518827724456786, -0.0950957107543946, -0.024126300811767365, -0.018144617080688263, -0.0663846015930174, -0.013065576553344727, -0.014001617431640412, 0.10457837104797374, -0.058676757812500036, 0.007162809371948242, 0.14432181358337415, -0.04820851325988773, -0.012527475357055451, -0.0636532783508299, -0.40300643920898427, -0.013903388977050568, -0.011397609710693146, 0.222249002456665, 0.1365305233001708, -0.007535943984985138, -0.0718625068664549, 0.019744424819946538, -0.029074668884277344, -0.0202786922454834, -0.01005531311035135, -0.04983047485351566, -0.03728107452392582, 0.466367931365967, -0.055273818969726385, 0.38141119956970226, -0.040055780410766406, -0.058147726058960014, 0.39564526557922375, 0.11733543395996104, 0.12461651802063001, -0.04815486907958988, -0.011584529876708771, 0.12394965171813954, -0.07132822990417464]"
heat-3d,"[0.09205397605895982, 0.09697447776794377, 0.040053167343138796, 0.05459122657775772, 0.15072669982910103, 0.1389714717864985, 1.5574019050598138, 0.017859745025634588, 0.17436115264892527, 0.00014067649841287277, 0.1777984428405759, 0.1561380958557126, 0.14221110343933052, 0.16640680313110323, 0.1599485111236567, 0.013242492675781037, 0.1814462471008298, 0.17691437721252434, 0.07385237693786628, 0.137392654418945, 0.047266063690185156, 0.04242306709289512, 0.1536749935150139, 2.1569405269622797, 0.14665522575378365, 0.09498248100280726, 0.11523378372192328, 0.055358943939208594, 0.11438096046447743, 0.18659466743469189, -0.027568845748901616, -0.0017702484130861507, 0.12102663993835394, 2.081508169174194, 0.15529193878173775, 1.0548670482635494, 0.11889255523681586, 0.013220558166503693, 1.071951417922973, 0.15896883010864205, 0.13746108055114714, 0.13860644340515105, 0.16125098228454515, 0.17880123138427706, 0.14862241744995064]"
jacobi-1d,"[0.08831032752990753, -0.08308227539062463, 0.027274627685547337, -0.056663570404052344, -0.1044944381713866, 0.08658488273620613, 0.4238971805572511, 0.06414538383483892, 0.0748236751556397, -0.02520659446716289, -0.037611770629882635, -0.06583936691284142, -0.03708319664001447, -0.08261616706848107, 0.08414204597473152, -0.08776054382324183, -0.09500178337097154, 0.15352788925170913, -0.0478370761871334, 0.04623892784118677, -0.04166726112365682, 0.03577759742736841, -0.08380373001098596, 0.3839772891998292, -0.048248815536498846, -0.03146865844726543, -0.09092531204223597, 0.262508878707886, 0.059600400924682884, -0.08423383712768517, -0.057907161712646094, 0.011169910430908647, -0.06854446411132775, 0.8050093936920169, -0.07570202827453576, 0.5880628204345704, -0.07979282379150376, 0.015247116088867418, 0.5400705623626711, -0.08948407173156703, 0.10579833030700714, -0.08267935752868638, 0.06860500335693409, 0.0945318603515628, -0.08371623992919908]"
jacobi-2d,"[0.0682941150665286, 0.12149775505065907, 0.1118735122680663, -0.0030028820037841797, 0.0018181896209714665, 0.1216841983795165, 0.7658178806304932, 0.16568964958190913, 0.10186708450317372, -0.09448393821716294, -0.06924325942993192, -0.07244998931884794, -0.032819280624389435, -0.04051092147827129, -0.07511669158935508, -0.04529360771179203, -0.0093152618408201, 0.08913430213928208, -0.015992164611816406, 0.01252580642700174, 0.09783874511718782, 0.04784328460693388, -0.03831985473632793, 0.8413444328308106, -0.06902842521667463, 0.1605028343200683, 0.025762119293212926, 0.08660137176513683, 0.12171829223632802, 0.09853277206420907, 0.08023509979248056, 0.010848302841186541, 0.020079154968261737, 1.3010585498809815, 0.14257968902587903, 0.7419299793243406, 0.14279356002807608, -0.08699304580688505, 0.8079142951965332, -0.010761747360229279, 0.026393213272094762, 0.12000096321105946, -0.0815070343017581, -0.05026128768920879, 0.091716375350952]"
lu,"[0.03884889602661268, -0.027486371994018377, 0.06224040031433198, -0.07598361968994105, 0.004877796173095916, -0.0236049079895011, 0.7683472156524669, 0.00869153976440451, -0.14461532592773363, -0.0091929721832269, 0.006235342025757262, -0.03622822761535627, 0.06615905761718821, -0.012815742492675142, -0.04672605514526218, -0.005130548477172425, -0.11822521209716719, 0.05994444847106983, -0.00613547325134256, -0.051257209777831214, 0.3486550426483159, 0.010738611221314365, -0.02425673484802182, 0.41124045372009377, -0.11380517959594627, -0.046672401428222265, 0.06393485069274973, 0.2082897949218756, -0.009048957824706605, 0.008097162246704315, -0.00769783973693805, -0.14440361022949233, -0.02070406913757239, 2.4595318889617928, 0.13498937606811623, 1.600258378982545, 0.0071899700164799185, -0.03303508758544904, 1.6246829509735115, -0.09543049812316795, 0.00045942306518576004, -0.037105140686034765, -0.02267555236816321, -0.009542961120605042, 0.034044504165649414]"
