lu,"[0.00017571449279785156, 0.00418543815612793, -0.00015234947204589844, -0.0033502578735351562, 0.0015401840209960938, -0.00034117698669433594, 0.044548749923706055, -0.0037746429443359375, -0.004244327545166016, -3.1948089599609375e-05, 0.0006091594696044922, 0.00416874885559082, 0.0007331371307373047, -0.0317230224609375, 0.018422603607177734, -0.02812933921813965, -0.0001766681671142578, -0.0035986900329589844, -0.00014901161193847656, -0.0032567977905273438, 0.006716251373291016, -6.747245788574219e-05, -5.125999450683594e-05, 0.029685020446777344, 0.00032329559326171875, 0.001415252685546875, -0.0005483627319335938, -0.0075664520263671875, -0.002543210983276367, -0.02763199806213379, -0.006223201751708984, 0.0031392574310302734, 0.0019953250885009766, 0.08607053756713867, 0.0009500980377197266, 0.043616294860839844, 9.34600830078125e-05, 0.00013065338134765625, 0.049932003021240234, 0.0001862049102783203, -0.0005612373352050781, -0.0001385211944580078, -0.00040793418884277344, 0.004267215728759766, -0.0009157657623291016]"
ludcmp,"[8.940696716308594e-05, 0.0006549358367919922, 0.0008649826049804688, 5.91278076171875e-05, 0.023860692977905273, 0.0003807544708251953, 0.03571271896362305, -0.001979827880859375, -0.023483991622924805, -0.0007328987121582031, 0.053725242614746094, 2.8848648071289062e-05, -0.0004971027374267578, 0.0007691383361816406, -0.0008206367492675781, 0.0005125999450683594, -2.6226043701171875e-05, 0.00025916099548339844, 0.023856401443481445, -0.0005371570587158203, -0.1797339916229248, -0.00018978118896484375, 0.001020669937133789, 0.026110172271728516, 0.0010271072387695312, -0.018985509872436523, 0.023833751678466797, 0.011849641799926758, 5.9604644775390625e-06, -0.03816509246826172, 0.00042438507080078125, -0.0001385211944580078, 3.0994415283203125e-05, 0.05648183822631836, 0.00044798851013183594, 0.0569920539855957, 0.0004191398620605469, 0.001150369644165039, 0.056217193603515625, -0.0008108615875244141, 0.00029659271240234375, -0.02601170539855957, 0.0006649494171142578, -0.0009057521820068359, 0.0008759498596191406]"
mvt,"[-0.0034570693969726562, 0.0023162364959716797, -0.024540185928344727, 0.0021195411682128906, 0.0019161701202392578, 0.002337217330932617, 0.02637028694152832, 0.0016252994537353516, 0.002702951431274414, -0.00032782554626464844, -0.007517337799072266, -0.002225160598754883, -0.03388547897338867, -0.004698753356933594, 0.0020148754119873047, 0.023398399353027344, -0.00032806396484375, 0.0023338794708251953, -0.0018858909606933594, 0.00043654441833496094, 0.037935495376586914, 0.0016624927520751953, -0.027196645736694336, 0.016400814056396484, -0.001967906951904297, -0.0003466606140136719, 0.0021746158599853516, 0.002092123031616211, -0.00047206878662109375, -0.00018215179443359375, 0.004212617874145508, -0.0001506805419921875, -0.008285760879516602, 0.04828786849975586, -0.0005025863647460938, 0.03369426727294922, -0.00018715858459472656, 0.0001373291015625, 0.03562474250793457, 0.002851247787475586, 0.0003795623779296875, -0.0022079944610595703, -0.042371273040771484, 0.0005617141723632812, 0.002465486526489258]"
nussinov,"[0.006795167922973633, -0.004087686538696289, 0.01766490936279297, -0.024315595626831055, -0.028708457946777344, 0.000179290771484375, 0.05270552635192871, -0.0007579326629638672, -0.001352071762084961, -0.006113529205322266, 0.005303859710693359, 0.006628274917602539, 0.025292158126831055, 0.002893209457397461, -0.0007715225219726562, -0.0008459091186523438, 0.005229949951171875, -0.0014050006866455078, 0.0019304752349853516, -0.017625808715820312, 0.005770444869995117, -0.01804828643798828, 0.0407872200012207, 0.07992815971374512, 0.002103090286254883, 0.00069427490234375, -0.0002837181091308594, 0.012755870819091797, 0.004257917404174805, -3.361701965332031e-05, 0.0009894371032714844, -0.003272533416748047, -0.0030841827392578125, 0.07193756103515625, 0.0005433559417724609, 0.049867868423461914, 0.006163120269775391, -0.006973743438720703, 0.04820585250854492, -0.0012066364288330078, 0.005445718765258789, -0.004381418228149414, 0.0018334388732910156, -0.002096414566040039, -2.0503997802734375e-05]"
seidel-2d,"[0.00797414779663086, 0.0019669532775878906, -0.000354766845703125, -0.043916940689086914, 5.745887756347656e-05, 0.0005228519439697266, 0.08377265930175781, 0.014514684677124023, -0.02926921844482422, -0.00906825065612793, -0.013938665390014648, 0.0007531642913818359, 0.014030933380126953, 0.00014710426330566406, 0.01445150375366211, 0.011459112167358398, -0.015671253204345703, 0.004276752471923828, -0.00029468536376953125, 0.0068454742431640625, -0.010813713073730469, -0.0030684471130371094, 0.00569462776184082, 0.08027386665344238, 0.013748407363891602, -0.01629638671875, -0.0002040863037109375, 0.0068817138671875, 0.025187015533447266, 0.005998134613037109, -0.014832496643066406, -3.457069396972656e-05, 0.013334035873413086, 0.07002902030944824, -0.03207540512084961, 0.050306081771850586, -0.0007653236389160156, 0.02096414566040039, 0.05250906944274902, 0.009890556335449219, -0.011644601821899414, 0.0002913475036621094, -0.0007696151733398438, 0.011697053909301758, 0.01146554946899414]"
symm,"[0.021153926849365234, 0.0005123615264892578, 0.0007176399230957031, -0.02763533592224121, -0.00021529197692871094, 0.0008747577667236328, -0.01154017448425293, 0.029103517532348633, -0.0002028942108154297, -0.0006327629089355469, -0.029197216033935547, -0.0014314651489257812, -6.270408630371094e-05, 0.001088857650756836, 0.03072214126586914, -0.0002727508544921875, 1.6927719116210938e-05, -0.028220415115356445, -4.76837158203125e-07, -0.00011873245239257812, 0.0008194446563720703, 0.02819347381591797, 4.506111145019531e-05, 0.005232572555541992, -0.03148078918457031, -0.00026035308837890625, 0.00017786026000976562, 0.0007414817810058594, 0.05116462707519531, 0.000530242919921875, 0.0001964569091796875, -0.02277660369873047, 0.0004513263702392578, 0.02193307876586914, -0.004767894744873047, 0.04807782173156738, 0.0005590915679931641, 0.00022745132446289062, -0.008697748184204102, 0.00010919570922851562, 0.00020265579223632812, -0.0003783702850341797, 0.025033950805664062, -0.00014066696166992188, 0.0002315044403076172]"
syr2k,"[0.04932880401611328, 0.00038051605224609375, 0.0005097389221191406, -0.0005981922149658203, 0.0004277229309082031, -0.00022983551025390625, 0.014893293380737305, 6.723403930664062e-05, -0.00010657310485839844, 0.0029060840606689453, 0.0002608299255371094, -0.005555868148803711, -0.0004639625549316406, -0.006527900695800781, 0.0006885528564453125, 0.00012159347534179688, -0.0009951591491699219, 0.0003211498260498047, 0.0003025531768798828, 0.0004334449768066406, 0.0167844295501709, 0.0007641315460205078, -0.0001811981201171875, 0.013110160827636719, -0.0001690387725830078, -0.0006513595581054688, -0.0011086463928222656, 0.004853963851928711, -0.00039124488830566406, -0.00037741661071777344, -0.0003407001495361328, 0.00012135505676269531, 0.0005066394805908203, 0.034529685974121094, -8.797645568847656e-05, 0.0220947265625, -0.00031495094299316406, 0.00017023086547851562, 0.021233797073364258, -0.0002434253692626953, -0.0007908344268798828, 0.00028061866760253906, -0.006435871124267578, -5.221366882324219e-05, -0.0002961158752441406]"
syrk,"[0.0004563331604003906, 0.0002758502960205078, -0.0024895668029785156, 0.021008968353271484, 0.0011944770812988281, 0.0006952285766601562, -0.015727996826171875, -0.0007579326629638672, -0.0001919269561767578, 0.005099773406982422, 0.03375601768493652, 0.004149675369262695, -0.004898786544799805, -0.026962757110595703, 4.935264587402344e-05, 4.3392181396484375e-05, 4.887580871582031e-05, 0.025249004364013672, 0.00044989585876464844, 0.00012087821960449219, -0.019334793090820312, 0.000186920166015625, 4.839897155761719e-05, 0.0059278011322021484, 0.021700382232666016, -0.004738330841064453, -0.00066375732421875, -0.01830124855041504, -0.0006434917449951172, -0.0004658699035644531, -0.004583120346069336, 0.034110307693481445, -0.00016617774963378906, 0.020399093627929688, -6.389617919921875e-05, 0.013615846633911133, 0.0022864341735839844, 0.0011911392211914062, 0.0450444221496582, -0.0005340576171875, -2.1457672119140625e-05, -0.0253908634185791, -0.0008175373077392578, 0.004167079925537109, 0.00014209747314453125]"
trisolv,"[0.0004906654357910156, -0.0004265308380126953, -0.021005868911743164, -0.00011157989501953125, -1.621246337890625e-05, -0.03273510932922363, 0.01612234115600586, -0.0010609626770019531, -0.03225064277648926, -0.0001125335693359375, -0.00032210350036621094, -0.03735542297363281, 0.00012087821960449219, -0.0012009143829345703, -0.025468826293945312, -0.0006051063537597656, -0.00019931793212890625, -0.021759748458862305, -0.00019550323486328125, -0.00042557716369628906, -0.020654916763305664, 4.935264587402344e-05, 0.0002307891845703125, -0.012486457824707031, -0.0001010894775390625, 0.00010919570922851562, -0.029894351959228516, 0.001821756362915039, 0.007888555526733398, -0.03313612937927246, 0.00034332275390625, -5.316734313964844e-05, -0.02055835723876953, 0.031228065490722656, -0.00019288063049316406, 0.02140665054321289, -0.0015006065368652344, 0.000278472900390625, 0.010063886642456055, 3.1948089599609375e-05, 3.4809112548828125e-05, -0.022012948989868164, -0.002207517623901367, 0.008285045623779297, -0.015861034393310547]"
trmm,"[0.0004134178161621094, 0.0003757476806640625, -1.9550323486328125e-05, 0.0009031295776367188, 0.018445968627929688, 0.00016045570373535156, -0.021708250045776367, 0.0001552104949951172, 0.0005218982696533203, 0.023485898971557617, -0.0004038810729980469, -0.001497507095336914, 1.71661376953125e-05, 0.0017552375793457031, 0.0007658004760742188, -0.0005397796630859375, -0.0001494884490966797, -0.0009136199951171875, -0.0014314651489257812, 0.022652387619018555, 0.0046122074127197266, 0.0006320476531982422, 0.0018782615661621094, 0.014640092849731445, -8.940696716308594e-05, 0.00043487548828125, -0.028225183486938477, 0.008404016494750977, 2.384185791015625e-05, -0.00021600723266601562, -0.0004584789276123047, -0.001119375228881836, 0.0004603862762451172, 0.04470992088317871, -0.001386404037475586, 0.034323692321777344, -0.00017976760864257812, -0.0004944801330566406, 0.03322100639343262, -0.010467052459716797, -0.00028204917907714844, -0.01916646957397461, -0.0019516944885253906, -6.127357482910156e-05, -0.002520322799682617]"
