# started on Thu Oct 12 11:57:00 2023

143611961;;br_pred;411173597;59.25;;
18952476;;br_mis_pred;415018414;59.80;;
797935627;;l1d_cache;418976318;60.37;;
1101808;;l1d_cache_refill;422248911;60.84;;
599992524;;l1i_cache;422432779;60.87;;
184691;;l1i_cache_refill;422709498;60.91;;
798413841;;mem_access;418709688;60.33;;
0;;memory_error;414774929;59.77;;
1265496332;;inst_retired;410669746;59.18;;
1519603110;;inst_spec;407210376;58.68;;
